Date,RF_1_Tot,RH_1_Avg,SM_1_Avg,SWin_1_Avg,Tair_1_Avg,WDuv_1_Avg,WS_1_Avg,RF_1_Tot_in,Tair_1_Avg_f,WS_1_Avg_mph
2024-10-15 10:00:00-10:00,0.0,72.46583333333334,0.5225833333333333,317.390825,25.925833333333333,83.26166666666667,2.051083333333333,0.0,78.6665,4.588150351666666
2024-10-15 11:00:00-10:00,0.0,75.45166666666667,0.522,321.286125,25.96666666666667,25.940833333333334,2.1449166666666666,0.0,78.74000000000001,4.798049888333334
2024-10-15 12:00:00-10:00,0.0,70.535,0.5215,600.1528833333333,26.41333333333333,33.80383333333334,2.6795833333333334,0.0,79.544,5.994067141666667
2024-10-15 13:00:00-10:00,0.0,67.31666666666666,0.5206666666666667,728.6162583333333,26.706666666666667,38.875,2.7876666666666665,0.0,80.072,6.235843073333333
2024-10-15 14:00:00-10:00,0.0,66.14,0.5199166666666667,810.1527583333333,26.938333333333333,31.86583333333333,3.0071666666666665,0.0,80.489,6.726851403333334
2024-10-15 15:00:00-10:00,0.0,68.51,0.5186666666666667,665.1956333333334,26.816666666666666,32.76983333333333,2.8220833333333335,0.0,80.27,6.312831091666667
2024-10-15 16:00:00-10:00,0.0,71.91083333333333,0.5175,434.67086666666665,26.36,62.59833333333333,3.1283333333333334,0.0,79.44800000000001,6.997893966666667
2024-10-15 17:00:00-10:00,0.0,73.48833333333333,0.5163333333333333,160.58613499999998,25.6825,38.05558333333333,2.634333333333333,0.0,78.2285,5.892845606666667
2024-10-15 18:00:00-10:00,0.0,73.31,0.5148333333333334,0.4914361833333334,25.02333333333333,29.60408333333333,2.5010833333333333,0.0,77.042,5.594773351666667
2024-10-15 19:00:00-10:00,0.0,75.60166666666667,0.5133333333333333,-2.4592950833333336,24.963333333333335,27.8925,2.8829999999999996,0.0,76.934,6.449098019999999
2024-10-15 20:00:00-10:00,0.0,75.38583333333334,0.5118333333333334,-2.3313074166666667,24.985,31.465,2.7933333333333334,0.0,76.973,6.248519066666668
2024-10-15 21:00:00-10:00,0.0,74.27499999999999,0.511,-1.899809,25.116666666666664,55.01916666666667,2.74675,0.0,77.21,6.1443149450000005
2024-10-15 22:00:00-10:00,0.0,75.10583333333334,0.51,-1.91864175,25.045833333333334,29.654833333333332,2.810416666666667,0.0,77.08250000000001,6.286733458333334
2024-10-15 23:00:00-10:00,0.0,76.3875,0.5090833333333333,-1.3682183333333333,24.929166666666664,76.50575,2.4923333333333333,0.0,76.8725,5.575200126666667
2024-10-16 00:00:00-10:00,0.0,76.83083333333333,0.5045833333333333,-2.339241,24.724999999999998,74.9175,2.5926666666666667,0.0,76.505,5.799639773333333
2024-10-16 01:00:00-10:00,0.0,76.33416666666666,0.50775,-1.70081,24.7675,213.34116666666668,2.8505833333333332,0.0,76.58149999999999,6.376583881666667
2024-10-16 02:00:00-10:00,0.0,75.8525,0.5073333333333333,-1.80915125,24.6975,182.7785,2.91,0.0,76.4555,6.5094954000000005
2024-10-16 03:00:00-10:00,0.0,76.78916666666667,0.5065833333333333,-2.0233976166666667,24.484166666666667,56.39416666666667,1.9479166666666667,0.0,76.0715,4.357372708333334
2024-10-16 04:00:00-10:00,0.0,78.99916666666667,0.506,-1.6331175833333333,24.491666666666664,85.47666666666667,1.7954166666666664,0.0,76.085,4.016239358333333
